,TITLE,PUBLISHER,CATEGORY,cleaned
376983,Blockbuster Bakken deal may put a bit more oil in traders' hands,Reuters,b,blockbuster deal bit oil trader hand
377004,"Whiting Petroleum to Buy Kodiak, Become Top Bakken Producer - Analyst Blog",NASDAQ,b,white petroleum buy
377027,Whiting Petroleum Corp. (WLL) Has Set A New High After Purchase Of Kodak Oil,NASDAQ,b,Set high
377032,Sector Update: Energy,NASDAQ,b,sector update energy
377033,Sector Update: Energy Shares Mixed Pre-Market as Crude Oil Futures Slip,NASDAQ,b,sector energy share future
377052,Whiting Petroleum To Buy Kodiak Oil & Gas In $6 Bln Deal,RTT News,b,white petroleum buy
377054,"UPDATE 2-Whiting to buy Kodiak for $3.8 bln, create No. 1 Bakken producer",Reuters,b,buy bln create bakken producer
377112,"US STOCKS-Wall St closes higher on Citi earnings, healthcare M&A",Reuters,b,stock close high earning healthcare
377113,"US STOCKS SNAPSHOT-Wall Street ends higher on M&A, Citi earnings",Reuters,b,stock end high earning
377124,"Wall St. to open higher on M&A, Citi earnings",GlobalPost,b,open higher earning
377126,"Stocks Close Mostly Higher On Citigroup Earnings, M&A News - US Commentary",RTT News,b,stock close high earning
377138,"U.S. Stocks Rise, DJIA Posts Record",NASDAQ,b,stock rise
377142,"US STOCKS-Wall St opens higher on M&A, Citi earnings",Reuters,b,stock open higher earning
377181,European Shares Fall Before Yellen Testimony; Corn Drops,Businessweek,b,fall corn drop
377196,Euro zone bond yields dip as ECB's Draghi reaffirms possibility of QE,Reuters,b,zone bond yield dip reaffirm possibility
377197,"GLOBAL MARKETS-Stocks, bonds edge up after Draghi, data eyed",Reuters,b,market stock bond edge datum eyed
377203,Italy's Bonds Advance With Spain's as Draghi Sees Downside Risks,Businessweek,b,bond risk
377204,ECB Liquidity Plans Will Be Reflected in the Euro's Value -- Report,NASDAQ,b,liquidity plan reflect value
377222,Draghi Says Banks Shouldn't Count on Another Carry Trade,Businessweek,b,say bank count trade
377224,ECB's Draghi Testifies About Policies (Q&A Part 2),Businessweek,b,draghi testify policy
377227,"Debt Purchases Within ECB Mandate, Draghi Says",NASDAQ,b,debt purchase say
377228,"Debt Purchases Within ECB's Mandate, Draghi Says",NASDAQ,b,debt purchase say
377231,Draghi says has no plans to leave the ECB,Reuters,b,say plan leave
377235,UPDATE 1-ECB's Draghi says appreciated euro a risk to recovery,Reuters,b,say appreciate risk recovery
377238,"Draghi Says No Systemic Bubbles, Policy Appropriate",Businessweek,b,say systemic policy appropriate
377240,Draghi: Economic Outlook Risks Are on `Downside',Businessweek,b,draghi risk downside
377264,Pound Resumes World-Beating Rally on Inflation,Businessweek,b,pound beat inflation
377267,"UPDATE 2-UK inflation jumps in June, rate hike bets brought forward",Reuters,b,update inflation jump rate hike bet bring forward
377272,UPDATE 1-UK inflation takes a surprise jump in June,Reuters,b,update inflation take surprise jump
377283,British annual inflation accelerates to 1.9%: official data,GlobalPost,b,british annual inflation accelerate official datum
377286,"U.K. June inflation rises to 1.9%, core CPI increases to 2%",NASDAQ,b,inflation rise core increase
377291,UK Inflation Accelerates More Than Forecast to 1.9%: Economy,Businessweek,b,accelerate economy
377343,Think your economy class seat is uncomfortable now? Airbus files patent for  ...,Daily Mail,b,think economy class seat uncomfortable file patent
377396,Your Russell Stover Chocolates Will Now Be Made by Lindt,Businessweek,b,
377398,Lindt buys No.3 slot in US market with candy maker Russell Stover,Reuters,b,buy no.3 slot market candy maker
377399,UPDATE 3-Lindt buys No.3 slot in US market with candy maker Russell Stover,Reuters,b,buy no.3 slot market candy maker
377414,Swiss Chocolatier Lindt Buys Russell Stover,Huffington Post,b,
377437,Swiss stocks - Factors to watch on July 14,Reuters,b,swiss stock factor watch
377546,Citigroup's $7B Settlement: Who Actually Benefits?,Businessweek,b,7b settlement actually benefit
377547,7 Reasons Consumers Won't Love the $7 Billion Citigroup Deal,Huffington Post,b,will love deal
377562,"With Citigroup paying up, will feds' attention now turn to BofA?",Los Angeles Times,b,pay feds attention turn
377564,Citi Reaches $7 Billion Pact on Mortgage Probe,NASDAQ,b,reach mortgage
377581,Citigroup Reaches $7 Billion Pact to Resolve Mortgage Probe -- 5th Update,NASDAQ,b,citigroup reach resolve 5th update
377623,Citi to pay $7 billion to settle securities investigation,GlobalPost,b,Citi pay settle security investigation
377629,Citi profit helped by better-than-expected fixed-income trading,GlobalPost,b,profit help well expect fix income trading
377630,Citigroup pays $7 bn to settle charges over mortgage-backed bonds,GlobalPost,b,citigroup pay bn settle charge mortgage back bond
377642,German Economic Confidence At 19-Month Low,RTT News,b,german economic confidence low
377648,Gloomy German investor sentiment weighs on economy,GlobalPost,b,gloomy german investor sentiment weigh economy
377653,Euro Falls After Weak German ZEW Economic Sentiment Index,RTT News,b,weak german
377656,German Investor Confidence Falls in July for Seventh Consecutive Month,NASDAQ,b,german investor confidence
377665,UPDATE 1-German investor morale drops to lowest in 1-1/2 years in July,Reuters,b,investor morale drop low year
377666,German Economic Confidence Continues To Deteriorate,RTT News,b,german economic confidence continue deteriorate
377667,Euro Falls Further Vs Most Majors After German ZEW Economic Sentiment Index,RTT News,b,fall major german
377668,German ZEW Investor Confidence Drops for Seventh Month,Businessweek,b,german confidence drop
377669,German investor morale drops to lowest in 1-1/2 years in July,Reuters,b,german investor morale drop low year
377685,We'll find alien life in 20 years – but it'll probably be outside our solar system  ...,Daily Mail,t,find alien life year probably solar system
377691,NASA scientists say they're closer than ever to finding life beyond Earth,Los Angeles Times,t,scientist close find life
377731,Microsoft Plans Biggest Round Of Job Cuts In 5 Years,Huffington Post,t,plan big round cut year
377736,Sector Update: Technology Shares Higher; Microsoft Reportedly Planning Job  ...,NASDAQ,t,sector technology share higher reportedly
377827,Cisco Reveals Multi-year Sales And Go-to-market Deal With Microsoft,NASDAQ,t,reveal multi year sale market deal
377940,Novartis hopes to commercialise 'smart lens' within five years,GlobalPost,t,hope commercialise smart year
377944,Sector Update: Health Care Stocks Mixed; Johnson & Johnson Rises on Q2  ...,NASDAQ,t,sector stock mixed rise q2
377946,Sector Update: Health Care,NASDAQ,t,sector health care
377959,UPDATE 2-Novartis and Google to develop 'smart' contact lens,Reuters,t,develop smart contact lens
377992,Google Smart Lenses Get Boost From Alcon Owner Novartis,Businessweek,t,boost
378030,Neural crest hypothesis may explain domestication syndrome,Examiner.com,t,neural crest hypothesis explain domestication syndrome
378058,US web companies press demands for net neutrality with FCC,Reuters,t,web company press demand net neutrality
378116,Senate Candidate Gary Peters Pushes FCC On Net Neutrality,Huffington Post,t,push net neutrality
378174,The coolest cooler ever: Ice box contains all the ingredients for a party  ...,Daily Mail,t,cool cooler ice box contain ingredient party
378188,The satellite and the supermoon: Stunning images reveal tiny spacecraft  ...,Daily Mail,t,satellite supermoon stunning image reveal tiny spacecraft
378222,The summer of supermoons arrives! Stunning sights across the world as lunar  ...,Daily Mail,t,summer supermoon arrive stunning sight world lunar
378227,"'Supermoon' burns bright, puts on quite a show",Los Angeles Times,t,burn bright put
378319,Look up! First 'supermoon' of the summer rises Saturday night,Los Angeles Times,t,look supermoon summer rise night
378340,'Supermoon' bringing more high tides to Southland beaches,Los Angeles Times,t,bring high tide beach
378395,'Supermoon' 2014 returns; high tides at beaches expected,Los Angeles Times,t,return high tide beach expect
378418,First Spectacular Supermoon Of 2014 Will Peak This Saturday,Huffington Post,t,
378496,West Africa Ebola toll tops 600,GlobalPost,m,toll top
378503,UPDATE 1-Death toll from West Africa Ebola outbreak jumps to 603 -WHO,Reuters,m,update toll outbreak jump
378567,Roche Presents Encouraging Data on Cobimetinib - Analyst Blog,NASDAQ,m,
378588,Roche skin cancer drug meets main goal in combination study,GlobalPost,m,skin cancer drug meet main goal combination study
378652,Kansas girl brain eating amoeba death: Amoeba enters nose and travels to brain,Examiner.com,m,girl brain eat amoeba death enter nose travel brain
378666,"Kansas girl, 9, dies due to rare brain-eating amoeba",Daily Mail,m,girl die rare brain eat amoeba
378669,Nine-year-old girl killed by brain-eating amoeba after swimming in lake,Examiner.com,m,year old girl kill brain eat amoeba swim lake
378710,The rate of Alzheimer's disease is DECLINING in the U.S. as people take better  ...,Daily Mail,m,rate disease decline people well
378712,Alzheimer's rates in richer countries are FALLING - but increasing in poorer areas,Daily Mail,m,rate rich country fall increase poor area
378723,Novartis to test Alzheimer's drugs in patients without symptoms,GlobalPost,m,novartis test drug patient symptom
378771,"Novartis, BAI To Team Up In Alzheimer's Prevention Study - Quick Facts",RTT News,m,novartis team
378773,How doing a puzzle or playing cards can help fight off dementia: Activities can  ...,Daily Mail,m,puzzle playing card help fight dementia activity
378842,New mom becomes first to be charged with 'drug assault' of her newborn child  ...,Daily Mail,m,new mom charge drug assault newborn child
378878,"If you don't change your contacts, amoebas could eat out your eyes",Examiner.com,m,change contact eat eye
378941,America's Best Hospital Is...,Huffington Post,m,hospital
378969,Study finds people select genetically similar friends,Examiner.com,m,study find people select genetically similar friend
379019,West Nile Virus Detected In New York City Mosquitoes,Huffington Post,m,detect
379056,UPDATE 1-Roche says wins priority review for Avastin in cervical cancer,Reuters,m,say win priority review cervical cancer
379057,Genentech: FDA Grants Priority Review For Avastin In Cervical Cancer,RTT News,m,genentech cancer
379100,Nickel in early iPad likely triggered allergy in boy: study,Reuters,m,nickel early likely trigger allergy boy study
379149,Allergy from nickel in iPad causes mystery rash on young boy,Examiner.com,m,allergy nickel cause mystery rash young boy
379176,IPads Can Trigger Nickel Allergies In Children,RTT News,m,trigger nickel allergy child
379276,Is your iPad giving you a rash? Nickel in tablet case linked to uncomfortable skin  ...,Daily Mail,m,give rash nickel tablet case link uncomfortable skin
379370,"Apple, IBM Join To Develop Apps, Sell IPhones - Update",NASDAQ,t,join develop
379372,"Apple, IBM team up to develop apps for businesses",Los Angeles Times,t,team develop app business
379379,Could Apple finally squash Blackberry? Deal with IBM to to develop apps and  ...,Daily Mail,t,finally squash deal develop app
379385,Apple Partners With the Company Formerly Known as Big Brother,Businessweek,t,know
379401,UPDATE 1-IBM to offer iPads and iPhones for business users,Reuters,t,offer ipad business user
379412,Blackberry US shares fall after the bell,Reuters,t,share fall bell
379456,Apple Teams Up With Long-Time Tech Rival IBM,Huffington Post,t,team rival
379459,Apple Teams Up With Long-Time Tech Rival,Huffington Post,t,team rival
379469,"Apple, IBM Team Up To Transform Enterprise Mobility",NASDAQ,t,transform enterprise mobility
379500,Alibaba Said Likely to Sell More IPO Stock as Yahoo Retreats,Businessweek,t,say likely sell retreat
379510,"UPDATE 4-Yahoo to keep more of Alibaba, share half of IPO proceeds",Reuters,t,share half proceed
379511,"Yahoo to keep more of Alibaba, share half of IPO proceeds",Reuters,t,share half proceed
379521,Yahoo Again Reports a Drop in Advertising--2nd Update,NASDAQ,t,report drop update
379536,"Yahoo to Keep More of Alibaba After IPO, Return Cash",Businessweek,t,return cash
379544,Yahoo! Keeps Winning With Alibaba (and Losing Everywhere Else),Businessweek,t,keep win lose
379545,"UPDATE 2-Yahoo amends deal with Alibaba, misses Wall St revenue target",Reuters,t,amend deal miss revenue target
379553,Marissa Mayer 'not satisfied' with Yahoo's poor second-quarter results,Los Angeles Times,t,satisfied poor second quarter result
379560,"Yahoo Profit Drops, Miss Estimates",RTT News,t,
379565,Yahoo Q2 Results Miss Estimate,RTT News,t,result
379621,"Yahoo Earnings: Alibaba, Ad Growth and Other Areas to Watch",NASDAQ,t,earning watch
379649,UPDATE 3-US FCC extends 1st deadline to comment on net neutrality,Reuters,t,update extend 1st deadline comment net neutrality
379672,Why Silicon Valley Giants Want Washington to Regulate the Wireless Internet,Businessweek,t,want regulate internet
379676,Surge in net-neutrality comments crashes FCC site; deadline extended,Los Angeles Times,t,surge net neutrality comment crash site deadline extend
379686,US FCC extends first deadline to comment on net neutrality,Reuters,t,extend deadline comment net neutrality
379748,Google Creates Elite Team To Fight Hackers -- And Maybe The NSA,Huffington Post,t,create elite team fight hacker maybe
379749,Google's Elite 'Project Zero' Aims To Fight Hackers -- And Maybe The NSA,Huffington Post,t,aim fight hacker maybe
379834,The Comcast service rep who REALLY doesn't want you to quit! Astounded  ...,Daily Mail,t,service rep want quit astounded
379915,"Listen: Is this the all-time most horrible cable service call, ever?",Los Angeles Times,t,listen time horrible cable service
379936,Listen To A Comcast Rep Torture Customers Trying To Cancel,Huffington Post,t,listen customer try cancel
379966,Can Microsoft reboot itself? Firm set for biggest ever job cuts as it tries to keep up  ...,Daily Mail,t,reboot firm set big job cut try
380055,UPDATE 1-Microsoft expected to announce job cuts this week -Bloomberg,Reuters,t,expect announce job cut week
380063,Mistakes Were Made on Ignition Recall: GM's Top Lawyer,Businessweek,t,mistake
380088,Does YOUR dog have 'domestication syndrome'? Scientists reveal why pets  ...,Daily Mail,t,dog domestication syndrome scientist reveal pet
380140,Google partners with Novartis to create smart contact lens,Los Angeles Times,t,partner create smart contact lens
380141,New smart contact lenses from Google will monitor blood sugar and help vision,Examiner.com,t,new smart contact lense monitor blood sugar help vision
380155,Google's smart contact lens is coming to an eye near you,Daily Mail,t,smart contact lens come eye
380161,Google's smart contact lens is coming to an eye near you: Lenses for diabetics  ...,Daily Mail,t,smart contact lens come eye lense diabetic
380164,UPDATE 3-Novartis and Google to develop 'smart' contact lens,Reuters,t,develop smart contact lens
380174,"Novartis, Google Team Up on Lenses -- Update",NASDAQ,t,lense update
380179,Google And Novartis Have Plans For 'Smart' Contact Lenses,Huffington Post,t,plan contact lense
380202,Facebook Partners Nielsen to Track Online TV Viewership - Analyst Blog,NASDAQ,t,track
380216,Facebook to track users' TV habits,Los Angeles Times,t,track user tv habit
380330,Randall Miller - Randall Miller And Wife Surrender To Police Over Midnight  ...,Contactmusic.com,e,police midnight
380334,'Midnight Rider' producers booked in Ga. in camera assistant's death,Los Angeles Times,e,producer book camera assistant death
380340,"'Midnight Rider' Director, Producer Surrender to Police over Freight Train Death",Contactmusic.com,e,police train death
380349,'The Bachelor' 2015 revealed,Examiner.com,e,reveal
380351,'The Bachelorette' 2014 spoilers: What goes down during 'Men Tell All' episode,Examiner.com,e,spoiler go man tell episode
380363,Chris Harrison on whether Andi Dorfman's reject Chris Soules is next Bachelor,Examiner.com,e,reject
380368,'Men Tell All' spoilers: Reality Steve reveals a 'Bachelorette' ultrasound,Examiner.com,e,man tell spoiler reveal ultrasound
380373,"'The Bachelorette 2014' spoilers: 'Men Tell All' has surprises, lies and drama",Examiner.com,e,spoiler man tell surprise lie drama
380382,Top 10 Love Lessons From The Bachelorette (Andi's Fantasy Suites),Huffington Post,e,love lesson
380385,'Bachelorette' star Andi Dorfman speaks out her Fantasy Suite experience,Examiner.com,e,star speak experience
380440,'I just had my heart broken': Andi Dorfman breaks down as she sends her latest  ...,Daily Mail,e,heart break break send late
380441,'The Bachelorette 10': Episode 9 recap,Examiner.com,e,recap
380453,'The Bachelor' 2015 spoilers: Reality Steve reveals who will get the job,Examiner.com,e,spoiler reveal job
380467,'The Bachelorette' 2014 spoilers for 'The Men Tell All' episode,Examiner.com,e,spoiler tell episode
380468,"Bachelorette spoilers 2014: Andi Dorfman is engaged, says Reality Steve (Photo)",Examiner.com,e,spoiler engage say reality
380479,Bachelorette's Andi Dorfman is summer chic in skinny white jeans on Extra after  ...,Daily Mail,e,summer chic skinny white jean
380484,Spoilers for 'The Bachelorette 2014': An emotional exit ahead for episode 10x09,Examiner.com,e,spoiler emotional exit ahead episode
380515,Tupac Shakur musical 'Holler if Ya Hear Me' to close,Los Angeles Times,e,musical holler hear close
380521,Tupac Shakur-Inspired Musical 'Holler If Ya Hear Me' To Close Sunday,RTT News,e,inspire hear close
380522,Musical based on Tupac Shakur's music to close on Broadway,Examiner.com,e,base music close
380578,"Tupac Shakur Broadway Show Pulled After Brief Run, Due To Failing Profits",Contactmusic.com,e,pull fail profit
380593,Tupac Shakur - Tupac Shakur Musical To Close On Broadway,Contactmusic.com,e,musical close
380618,"Hathway, Stewart in drag in music video",Daily Mail,e,drag music video
380623,Kristen Stewart - Kristen Stewart & Anne Hathaway Join Jenny Lewis In New Video,Contactmusic.com,e,video
380627,"Kristen Stewart, Anne Hathaway, Brie Larson don drag for music video",Los Angeles Times,e,drag music video
380650,Watch: Jenny Lewis jams with famous gal pals in 'Just One of the Guys',Los Angeles Times,e,watch jam famous gal pal guy
380692,"Boy, oh boy! Kristen Stewart and Anne Hathaway dress in drag for new music  ...",Daily Mail,e,dress drag new music
380724,ABC Heralds Diverse Lineup Of Shows At TCA,Huffington Post,e,show
380744,Kim Kardashian and Justin Bieber fans spend $130000 on plastic surgeries,Examiner.com,e,fan spend plastic surgery
380778,Essex Woman Asks Plastic Surgeon For A Kim Kardashian,Contactmusic.com,e,ask plastic surgeon
380807,More castoffs! Noël Wells and John Milhiser join Brooks Wheelan on Saturday  ...,Daily Mail,e,castoff join
380810,"Noel Wells, John Milhiser & Nasim Pedrad Out At 'Saturday Night Live'",Huffington Post,e,
380836,'SNL' housecleaning as Noel Wells and John Milhiser get the ax,Los Angeles Times,e,snl houseclean ax
380865,Brooks Wheelan Not Returning To 'SNL',RTT News,e,return snl
380905,Funnyman Brooks Wheelan Fired From SNL After One Season,Contactmusic.com,e,fire season
380915,Saturday Night Live star Brooks Wheelan tweets he was fired from sketch  ...,Daily Mail,e,live star tweet fire
380926,"Jenny McCarthy's Exit From 'The View' ""Was Mutual,"" Claims She Wasn't Fired",Contactmusic.com,e,exit mutual claim fire
380929,Why is Jenny McCarthy out at 'The View'? She says she didn't fit in.,Los Angeles Times,e,say fit
380935,Jenny McCarthy Reveals She'll Be Hosting New SiriusXM Show,Huffington Post,e,reveal host new siriusxm
380942,Jenny McCarthy to host new SiriusXM radio show: Reveals why she left 'The View',Examiner.com,e,host new siriusxm radio reveal leave
380952,Jenny McCarthy Opens Up About Upcoming Wedding To Donnie Wahlberg And  ...,Contactmusic.com,e,open upcoming wedding
380978,"Jenny McCarthy to host new SiriusXM talk show about sex, marriage and  ...",Daily Mail,e,host new siriusxm talk sex marriage
381019,Marvel Announces New Comic With Female Thor. #NerdRage Ensues.,Contactmusic.com,e,announce thor ensue
381049,Thor - Thor Gets A Comic Book Makeover As A Woman,Contactmusic.com,e,get comic woman
381059,Fans weigh in on new female Thor,Daily Mail,e,fan weigh new female thor
381061,Marvel Shocks Fans When Announcing Thor Will Become A Women In Comics,Contactmusic.com,e,shock fan woman comic_strip
381071,Marvel unveils all-new female Thor and we could not be more excited,Examiner.com,e,unveil new female thor excited
381109,By Odin's beard: Marvel creates a storm of controversy as it reveals Thor is a  ...,Daily Mail,e,beard create storm controversy reveal
381188,Weird Al's 'Tacky' is a star-filled take on Pharrell's 'Happy',Examiner.com,e,star fill
381216,Weird Al wants you to brush up on your grammar and cut out 'Word Crimes',Examiner.com,e,want brush grammar cut crime
381327,'Weird Al' and friends spoof Pharrell in 'Tacky' new video,Examiner.com,e,friend spoof new video
381385,Weird Al Yankovic spoofs Pharrell in 'Tacky' video; new 'Mandatory Fun' album,Examiner.com,e,spoofs video new album
381413,"Rihanna Causes Controversy With #FreePalestine"" Tweet, Deletes It Moments  ...",Contactmusic.com,e,cause moment
381424,Rihanna - Rihanna Stirs Up Controversy With '#Freepalestine' Tweet,Contactmusic.com,e,stir controversy
381426,Rihanna in a pickle over #FreePalestine tweet,Examiner.com,e,pickle tweet
381492,"Nadine Gordimer, One Of The Authors To Put A Face On The Cruelties Of  ...",Contactmusic.com,e,face cruelty
381524,Nobel Prize-Winning Author Nadine Gordimer Died In South Africa,Huffington Post,e,author die
381548,Nadine Gordimer offered a model of how to use books as social force,Los Angeles Times,e,offer model use book social force
381557,Nadine Gordimer is remembered -- and lives on in social media,Los Angeles Times,e,remember live social medium
381573,"REFILE-UPDATE 2-S. African anti-apartheid author, Nobel winner Gordimer dies",Reuters,e,african anti apartheid author winner die
381578,Nadine Gordimer: How books fostered a critic of apartheid,Los Angeles Times,e,book foster critic apartheid
381607,Nadine Gordimer - Nadine Gordimer Dead At 90,Contactmusic.com,e,
381614,"South African anti-apartheid author, Nobel winner Gordimer dies",GlobalPost,e,south african anti apartheid author winner die
381629,Nobel Prize-winning South African author Nadine Gordimer dies aged 90,Daily Mail,e,win south african author die age
381648,Lions Gate Partners Alibaba for Streaming Services in China - Analyst Blog,NASDAQ,e,
381662,"Lionsgate, Alibaba Form Strategic Collaboration To Provide Streaming Service  ...",RTT News,e,collaboration provide streaming service
381691,"UPDATE 1-Lions Gate, Alibaba to offer joint subscription TV streaming service in  ...",Reuters,e,offer joint subscription tv streaming service
381692,"Lionsgate, Alibaba Form JV Firm To Provide Streaming Service For Mainland  ...",NASDAQ,e,firm provide streaming service mainland
381694,"Lionsgate, Alibaba Form Strategic Collaboration To Offer LGEW Service",RTT News,e,offer lgew service
381699,Sandra Bullock's Alleged Stalker Had A Whole Scrapbook Dedicated To Her  ...,Contactmusic.com,e,scrapbook dedicated
381729,"Sandra Bullock came face-to-face with stalker outside her bedroom, documents  ...",Los Angeles Times,e,come face face stalker bedroom document
381732,"Sandra Bullock saw intruder from her bedroom door, affidavits say",Los Angeles Times,e,see intruder bedroom door affidavit
381740,Sandra Bullock Reportedly Met Her Intruder Face-To-Face Inside Her Home,Contactmusic.com,e,reportedly intruder face face home
381798,Vanessa and Nick Lachey are expecting a second baby -- a girl,Los Angeles Times,e,expect second baby girl
381804,Nick Lachey And Wife Vanessa Expecting Second Child Together,Contactmusic.com,e,expect second child
381821,Pregnant again! Nick Lachey announces wife Vanessa Minnillo is expecting  ...,Daily Mail,e,pregnant announce wife expect
381839,Tv - Nick Lachey's Wife Pregnant With Baby Girl,Contactmusic.com,e,
381851,"'As long as I am alive, any book purporting to be with my cooperation is a  ...",Daily Mail,e,long alive book purport cooperation
381857,Harper Lee forswears new book about her in puzzling conflict,Los Angeles Times,e,forswear new book puzzling conflict
381864,A Look Inside The Town That Inspired 'To Kill A Mockingbird',Huffington Post,e,look kill mockingbird
381874,Sierra Leone Plans First Foreign Debt Sales for Power Output,Businessweek,m,plan debt sale power
381887,UPDATE 2-Death toll from West Africa Ebola outbreak jumps to 603 - WHO,Reuters,m,update toll outbreak jump
381918,Ebola Crisis In West Africa Worsened By Patients Shunning Treatment,Huffington Post,m,worsen patient shun
381946,Nigeria's most populous city on alert against Ebola virus,GlobalPost,m,populous city alert virus
381961,Nigeria aids Liberia in fight against Ebola disease,GlobalPost,m,fight disease
382005,"Lesbian, gay, and bisexual Americans more likely to smoke and drink excessively",Daily Mail,m,gay bisexual likely smoke drink excessively
382066,You and your friends could have the genes of fourth cousins,Examiner.com,m,friend gene fourth cousin
382093,Think opposites attract? Think again: Experts discover groups of friends are so  ...,Daily Mail,m,think opposite attract think expert discover group friend
382156,Top 10 hospitals in the United States 2014: U.S. News and World Report,Examiner.com,m,hospital
382231,Novartis Plans Alzheimer's Study in Symptomless Patients,Businessweek,m,plan patient
382284,Eli Lilly's Combination Study More Effective In Removing Beta-Amyloid Plaques,NASDAQ,m,effective remove amyloid plaque
382310,6 Things You Need To Know About The Nation's Strictest Medical Weed Law,Huffington Post,m,thing need know nation
382351,"Anthrax Mishandled by US CDC Labs Before Exposure, Report Says",Businessweek,m,say
382362,Second investigation of CDC anthrax lapse finds more problems,Los Angeles Times,m,second investigation anthrax lapse find problem
382364,CDC may shut down labs plagued by security breaches,Examiner.com,m,shut lab plague security breach
382527,Organic Veggies Are Better for You: New Research Sides With Foodies,Businessweek,m,organic veggie well foodie
382528,"Organic foods are more nutritious, according to review of 343 studies",Los Angeles Times,m,organic food nutritious accord review study
382534,The Last Word When It Comes To Buying Organic,Huffington Post,m,word come buy
382618,GM Global Sales Rose 0.5% in Quarter to Trail Volkswagen,Businessweek,b,rise
382621,BofA Said to Resist US Demands as Mortgage Suit Looms,Businessweek,b,say resist mortgage suit loom
382624,A Good Start to Q2 Earnings Season - Earnings Trends,NASDAQ,b,good start q2 trend
382629,UPDATE 1-US official warns of lawsuit as BofA mortgage talks stall,Reuters,b,official warn lawsuit mortgage talk stall
382631,US official warns of lawsuit as BofA mortgage talks stall,Reuters,b,official warn lawsuit mortgage talk stall
382650,US official warns banks of lawsuits over mortgage misconduct,Reuters,b,official warn bank lawsuit mortgage misconduct
382655,"Shrinking Legal Backlog, Improving Cost Efficiency Justifies $58 Value For  ...",NASDAQ,b,shrink improve cost value
382658,UPDATE 1-BofA pays AIG $650 million to settle mortgage disputes,Reuters,b,pay settle mortgage dispute
382663,"BofA Beats Earnings on Huge Adjustment, $650M AIG Settlement - Analyst Blog",NASDAQ,b,beat earning
382676,Next Financial Crisis Case: Bank of America,Businessweek,b,
382677,Bank of America earnings tumble 43% on mortgage litigation costs,Los Angeles Times,b,earning tumble mortgage litigation cost
382679,"Bank Of America Takes $4 Billion Legal Hit, On Hook For Billions More",Huffington Post,b,take billion
382682,BoA's Q2 profits down after massive litigation cost,GlobalPost,b,q2 profit massive litigation cost
382683,Market Looking Forward to Upcoming Earnings Releases - Economic Highlights,NASDAQ,b,market look forward earning highlight
382684,Positive Start to Q2 Earnings - Ahead of Wall Street,NASDAQ,b,positive start earning
382685,Bank Of America Offers $13 Bln To Settle Mortgage Probe : Report,RTT News,b,offer report
382712,BofA pays AIG $650 million to settle mortgage disputes,Reuters,b,pay settle mortgage dispute
382714,Bank of America shares up 1.5% in pre-market after Q2 earnings report,NASDAQ,b,share pre market earning report
382727,"Bank Of America Profit Plunges On Legal Costs, Settles With AIG",RTT News,b,legal cost settle
382732,BofA Mortgages Fuel Second-Quarter Profit Drop: Timeline,Businessweek,b,mortgage fuel second quarter profit drop timeline
382741,AIG to Get at Least $650 Million in BofA Settlement,Businessweek,b,aig settlement
382746,Bank Of America Reports Lower Q2 Profit On Litigation Expense - Quick Facts,RTT News,b,report q2 profit
382750,AIG Reaches Global Resolution Of Residential Mortgage Related Disputes With  ...,RTT News,b,reach residential mortgage relate dispute
382760,Who's afraid of Janet Yellen?,Reuters,b,afraid
382765,Yellen Balks at Proposal to Tie Rates to Formula,NASDAQ,b,proposal tie formula
382768,Dollar Edges Up After Second Day of Yellen Testimony,NASDAQ,b,dollar edge second
382773,"Dollar broadly higher on Yellen testimony, U.S. wholesale price data",NASDAQ,b,dollar broadly high testimony wholesale price datum
382774,Yellen Says Asset Values Aren't Out of Line With Past Norms,Businessweek,b,say value line past norm
382775,SAFT ON WEALTH-Who's afraid of Janet Yellen?,Reuters,b,saft afraid
382781,"Gold gains on bargain hunting, though Yellen comments still weigh",NASDAQ,b,gold gain bargain hunting comment weigh
382785,Fed Chair Yellen's Own Words Before House Committee,Businessweek,b,word
382786,FOREX-Dollar up on US rate speculation after Yellen comments,Reuters,b,dollar rate speculation comment
382791,Forex - GBP/USD dips on Yellen comments,NASDAQ,b,usd dip comment
382798,Gold Rebounds From a Three-Week low as India Imports Gain,Businessweek,b,low
382805,Dollar Rises to Highest in 3 Weeks on Yellen Comments,Businessweek,b,dollar rise high week comment
382810,Forex - EUR/USD extends losses on Yellen comments,NASDAQ,b,extend loss comment
382820,Highlights: Yellen's Q&A testimony to House panel,Reuters,b,highlight testimony panel
382824,Yellen Says New Rules Enhance Financial Stability,NASDAQ,b,say rule stability
382827,Fed's Yellen Says New Rules Enhance Financial Stability,NASDAQ,b,say rule stability
382831,"US Stocks Rise on Earnings, Deals as Dollar Advances",Businessweek,b,rise earning deal dollar advance
382832,Yellen's Caveats Are Sufficient to Buoy Treasury Bearish Options,Businessweek,b,yellen caveat sufficient buoy
382835,Yellen Says Fed Won't Rule Out Broker Support in Banking Crisis,Businessweek,b,say will rule
382844,Yellen Rejects GOP-Backed Bill Tying Rate Hikes To Mathematical Rules,RTT News,b,back rate hike mathematical rule
382850,FOREX-Dollar rises on US rate speculation after Yellen comments,Reuters,b,dollar rise rate speculation comment
